Source,Year,Date,Age,Age_Range,Gender,Nationality,Cause_of_Death,Latitude,Longitude,County,State
Brooks County,2014.0,2014-06-01 00:00:00,25.0,18-25,M,Mexico,,27.046559,-98.2500775,Brooks,Jalisco
Brooks County,2014.0,2014-05-28 00:00:00,21.0,18-25,M,Mexico,,27.107972,-98.158228,Brooks,Veracruz
Brooks County,2014.0,2014-05-28 00:00:00,31.0,26-35,F,El Salvador,,27.09683,-98.2261,Brooks,
Brooks County,2014.0,2014-05-23 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2014.0,2014-05-12 00:00:00,35.0,26-35,F,Honduras,,27.15337,-98.00177,Brooks,
Brooks County,2014.0,2014-05-12 00:00:00,19.0,18-25,M,El Salvador,,27.16606,-98.00868,Brooks,
Brooks County,2014.0,2014-04-27 00:00:00,45.0,36-45,M,El Salvador,,27.18156,-98.16178,Brooks,
Brooks County,2014.0,2014-04-12 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2014.0,2014-04-05 00:00:00,22.0,18-25,M,El Salvador,,27.223186,-98.4289766,Brooks,Ahuachapan
Brooks County,2014.0,2014-04-01 00:00:00,34.0,26-35,M,El Salvador,,27.06791,-98.22693,Brooks,San Salvador
Brooks County,2014.0,2014-04-01 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2014.0,2014-03-20 00:00:00,56.0,56 and older,M,El Salvador,,27.11392,-98.45171,Brooks,La Libertad
Brooks County,2014.0,2014-03-13 00:00:00,19.0,18-25,M,Honduras,,27.151149,-98.453161,Brooks,Comayagua
Brooks County,2014.0,2014-03-13 00:00:00,31.0,26-35,F,El Salvador,,,,Brooks,Usulutan
Brooks County,2014.0,2014-02-19 00:00:00,,Unknown,F,,,27.17054,-98.17502,Brooks,
Brooks County,2014.0,2014-02-07 00:00:00,,Unknown,F,,,27.741,-97.5147,Brooks,
Brooks County,2014.0,2014-02-07 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2014.0,2014-02-04 00:00:00,,Unknown,M,Mexico,,,,Brooks,
Brooks County,2014.0,2014-02-03 00:00:00,,Unknown,U,,,26.54309,-98.14096,Brooks,
Brooks County,2014.0,2014-02-02 00:00:00,30.0,26-35,F,Mexico,,26.93273,-98.37737,Brooks,Guerrero
Brooks County,2014.0,2014-01-29 00:00:00,,Unknown,M,,,27.2444,-98.3095,Brooks,
Brooks County,2014.0,2014-01-29 00:00:00,25.0,18-25,F,El Salvador,,27.23267,-98.37547,Brooks,
Brooks County,2014.0,2014-01-28 00:00:00,44.0,36-45,M,Guatemala,,27.23267,-98.37547,Brooks,Jutiapa
Brooks County,2014.0,2014-01-21 00:00:00,,Unknown,U,,,27.03951,-98.29447,Brooks,
Brooks County,2014.0,2014-01-04 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2014.0,2014-01-02 00:00:00,,Unknown,M,,,26.83019,-98.26624,Brooks,
Brooks County,2013.0,2013-12-29 00:00:00,50.0,46-55,M,Guatemala,,27.08715,-98.30134,Brooks,Jutiapa
Brooks County,2013.0,2013-12-26 00:00:00,,Unknown,U,,,27.1680316,-98.21192,Brooks,
Brooks County,2013.0,2013-12-07 00:00:00,18.0,18-25,M,El Salvador,,27.12897,-98.31478,Brooks,La Libertad
Brooks County,2013.0,2013-12-06 00:00:00,31.0,26-35,F,Guatemala,,26.16251,-98.29211,Brooks,Jutiapa
Brooks County,2013.0,2013-11-26 00:00:00,24.0,18-25,F,Honduras,,27.19679,-98.36924,Brooks,
Brooks County,2013.0,2013-11-06 00:00:00,36.0,36-45,M,Nicaragua,,27.145,-98.138,Brooks,
Brooks County,2013.0,2013-10-22 00:00:00,,Unknown,U,,,27.171237,-98.06378,Brooks,
Brooks County,2013.0,2013-10-16 00:00:00,32.0,26-35,M,Guatemala,,,,Brooks,Guatemala
Brooks County,2013.0,2013-10-14 00:00:00,30.0,26-35,M,El Salvador,,27.08791,-98.22918,Brooks,Usulutan
Brooks County,2013.0,2013-10-10 00:00:00,31.0,26-35,M,Mexico,,27.03056,-98.2464,Brooks,Estado de Mexico
Brooks County,2013.0,2013-10-04 00:00:00,27.0,26-35,M,Mexico,,27.10041,-98.22401,Brooks,Guanajuato
Brooks County,2013.0,2013-09-15 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2013.0,2013-09-12 00:00:00,,Unknown,U,,,27.331,-98.111338,Brooks,
Brooks County,2013.0,2013-09-05 00:00:00,34.0,26-35,M,El Salvador,,26.97181,-98.07774,Brooks,San Salvador
Brooks County,2013.0,2013-09-05 00:00:00,36.0,36-45,M,Mexico,,,,Brooks,Michoacan
Brooks County,2013.0,2013-09-03 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2013.0,2013-09-02 00:00:00,26.0,26-35,M,El Salvador,,,,Brooks,
Brooks County,2013.0,2013-08-30 00:00:00,17.0,0-17,F,Ecuador,,,,Brooks,
Brooks County,2013.0,2013-08-29 00:00:00,,Unknown,M,,,27.16668,-98.09852,Brooks,
Brooks County,2013.0,2013-08-28 00:00:00,16.0,0-17,M,Honduras,,26.2077,-98.17426,Brooks,
Brooks County,2013.0,2013-08-26 00:00:00,,Unknown,F,,,27.26288,-98.29732,Brooks,
Brooks County,2013.0,2013-08-25 00:00:00,,Unknown,M,,,27.15947,-98.00016,Brooks,
Brooks County,2013.0,2013-08-24 00:00:00,,Unknown,M,,,27.065285,-98.212771,Brooks,
Brooks County,2013.0,2013-08-21 00:00:00,42.0,36-45,M,Honduras,,27.1246,-98.08831,Brooks,
Brooks County,2013.0,2013-08-18 00:00:00,34.0,26-35,F,El Salvador,,26.89395,-98.40742,Brooks,Ahuachapan
Brooks County,2013.0,2013-08-15 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2013.0,2013-08-15 00:00:00,24.0,18-25,M,Guatemala,,,,Brooks,
Brooks County,2013.0,2013-08-09 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2013.0,2013-08-09 00:00:00,49.0,46-55,F,El Salvador,,26.87968,-98.09585,Brooks,San Salvador
Brooks County,2013.0,2013-08-08 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2013.0,2013-08-08 00:00:00,19.0,18-25,M,Guatemala,,,,Brooks,
Brooks County,2013.0,2013-08-07 00:00:00,21.0,18-25,M,Guatemala,,27.10422,-97.98531,Brooks,
Brooks County,2013.0,2013-08-07 00:00:00,21.0,18-25,F,,,,,Brooks,
Brooks County,2013.0,2013-08-07 00:00:00,29.0,26-35,M,Mexico,,,,Brooks,
Brooks County,2013.0,2013-08-07 00:00:00,29.0,26-35,M,Mexico,,,,Brooks,Jalisco
Brooks County,2013.0,2013-08-01 00:00:00,23.0,18-25,M,Guatemala,,27.02608,-98.24129,Brooks,Intibuca
Brooks County,2013.0,2013-07-31 00:00:00,26.0,26-35,M,Mexico,,,,Brooks,Michoacan
Brooks County,2013.0,2013-07-31 00:00:00,,Unknown,M,,,27.90402,-98.13445,Brooks,
Brooks County,2013.0,2013-07-29 00:00:00,34.0,26-35,M,Mexico,,,,Brooks,Michoacan
Brooks County,2013.0,2013-07-28 00:00:00,17.0,0-17,F,El Salvador,,27.24106,-98.2018,Brooks,Santa Ana
Brooks County,2013.0,2013-07-26 00:00:00,27.0,26-35,M,Mexico,,,,Brooks,Baja California
Brooks County,2013.0,2013-07-24 00:00:00,,Unknown,M,Mexico,,26.97678,-98.11213,Brooks,San Luis Potosi
Brooks County,2013.0,2013-07-22 00:00:00,,Unknown,M,Mexico,,,,Brooks,Jalisco
Brooks County,2013.0,2013-07-19 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2013.0,2013-07-17 00:00:00,35.0,26-35,M,El Salvador,,27.25303,-98.25117,Brooks,
Brooks County,2013.0,2013-07-16 00:00:00,39.0,36-45,M,Mexico,,27.12014,-97.98778,Brooks,Tamaulipas
Brooks County,2013.0,2013-07-15 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2013.0,2013-07-09 00:00:00,,Unknown,U,,,27.19411,-98.30907,Brooks,
Brooks County,2013.0,2013-07-08 00:00:00,33.0,26-35,M,Honduras,,27.15569,-98.02205,Brooks,
Brooks County,2013.0,2013-07-04 00:00:00,,Unknown,U,,,27.07112,-98.01161,Brooks,
Brooks County,2013.0,2013-07-04 00:00:00,38.0,36-45,F,Honduras,,,,Brooks,
Brooks County,2013.0,2013-07-03 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2013.0,2013-06-28 00:00:00,44.0,36-45,F,El Salvador,,,,Brooks,
Brooks County,2013.0,2013-06-27 00:00:00,41.0,36-45,M,El Salvador,,27.15395,-98.05833,Brooks,Ahuachapan
Brooks County,2013.0,2013-06-27 00:00:00,35.0,26-35,F,El Salvador,,,,Brooks,San Salvador
Brooks County,2013.0,2013-06-22 00:00:00,,Unknown,M,,,27.11351,-98.13946,Brooks,
Brooks County,2013.0,2013-06-18 00:00:00,30.0,26-35,M,Mexico,,27.21845,-98.23108,Brooks,Tamaulipas
Brooks County,2013.0,2013-06-06 00:00:00,21.0,18-25,M,Mexico,,27.25159,-98.23737,Brooks,Estado de Mexico
Brooks County,2013.0,2013-06-03 00:00:00,26.0,26-35,M,El Salvador,,27.01856,-98.13716,Brooks,Sonsonate
Brooks County,2013.0,2013-05-31 00:00:00,42.0,36-45,M,Mexico,,27.20268,-98.16706,Brooks,Guanajuato
Brooks County,2013.0,2013-05-28 00:00:00,27.0,26-35,F,Ecuador,,27.919,-98.117,Brooks,
Brooks County,2013.0,2013-05-27 00:00:00,,Unknown,F,Guatemala,,26.94765,-98.13805,Brooks,
Brooks County,2013.0,2013-05-22 00:00:00,,Unknown,U,,,27.07142,-98.17632,Brooks,
Brooks County,2013.0,2013-05-22 00:00:00,,Unknown,F,Mexico,,27.23886,-98.25222,Brooks,Puebla
Brooks County,2013.0,2013-05-20 00:00:00,,Unknown,M,,,27.1537,-98.00176,Brooks,
Brooks County,2013.0,2013-05-20 00:00:00,38.0,36-45,M,Mexico,,27.09961,-98.06551,Brooks,Tamaulipas
Brooks County,2013.0,2013-05-19 00:00:00,46.0,46-55,M,Guatemala,,27.0843533,-98.1603666,Brooks,Guatemala
Brooks County,2013.0,2013-04-08 00:00:00,22.0,18-25,F,Honduras,,27.24858,-98.33894,Brooks,
Brooks County,2013.0,2013-04-06 00:00:00,23.0,18-25,M,El Salvador,,27.08305,-98.30045,Brooks,Ahuachapan
Brooks County,2013.0,2013-04-05 00:00:00,40.0,36-45,F,Guatemala,,27.22303,-98.04003,Brooks,
Brooks County,2013.0,2013-04-02 00:00:00,37.0,36-45,M,Dominican Republic,,27.25368,-98.24907,Brooks,
Brooks County,2013.0,2013-03-23 00:00:00,37.0,36-45,M,Guatemala,,27.15805,-98.28299,Brooks,
Brooks County,2013.0,2013-03-22 00:00:00,,Unknown,U,,,27.23198,-98.02463,Brooks,
Brooks County,2013.0,2013-03-19 00:00:00,38.0,36-45,F,El Salvador,,27.12418,-98.12192,Brooks,La Libertad
Brooks County,2013.0,2013-03-07 00:00:00,,Unknown,U,,,27.04093,-98.11117,Brooks,
Brooks County,2013.0,2013-02-27 00:00:00,,Unknown,U,,,27.192528,-98.1798166,Brooks,
Brooks County,2013.0,2013-02-22 00:00:00,,Unknown,M,,,27.05343,-98.09312,Brooks,
Brooks County,2013.0,2013-02-17 00:00:00,,Unknown,U,,,27.15507,-98.33935,Brooks,
Brooks County,2013.0,2013-02-14 00:00:00,107.0,56 and older,M,Mexico,,,,Brooks,Jalisco
Brooks County,2013.0,2013-02-12 00:00:00,20.0,18-25,M,Mexico,,27.02565,-98.11934,Brooks,Hidalgo
Brooks County,2013.0,2013-01-24 00:00:00,,Unknown,U,,,27.0575,-97.99275,Brooks,
Brooks County,2013.0,2013-01-21 00:00:00,,Unknown,U,,,27.26338,-98.34911,Brooks,
Brooks County,2013.0,2013-01-17 00:00:00,,Unknown,U,,,26.8069583,-98.075025,Brooks,
Brooks County,2013.0,2013-01-13 00:00:00,24.0,18-25,M,Guatemala,,,,Brooks,
Brooks County,2013.0,2013-01-12 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2013.0,2013-01-07 00:00:00,,Unknown,M,,,27.2048,-98.165,Brooks,
Brooks County,2013.0,2013-01-05 00:00:00,,Unknown,F,,,26.99777,-98.24178,Brooks,
Brooks County,2012.0,2012-12-25 00:00:00,37.0,36-45,F,El Salvador,,27.36637,-98.12328,Brooks,
Brooks County,2012.0,2012-12-22 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-12-09 00:00:00,,Unknown,U,,,27.22604,-98.33477,Brooks,
Brooks County,2012.0,2012-12-09 00:00:00,31.0,26-35,F,El Salvador,,,,Brooks,Sonsonate
Brooks County,2012.0,2012-12-07 00:00:00,39.0,36-45,M,Honduras,,27.16254,-98.30768,Brooks,
Brooks County,2012.0,2012-11-30 00:00:00,,Unknown,U,,,27.1214,-98.1913,Brooks,
Brooks County,2012.0,2012-11-27 00:00:00,17.0,0-17,M,El Salvador,,27.01096,-98.21536,Brooks,Jujutla
Brooks County,2012.0,2012-11-27 00:00:00,,Unknown,U,,,27.03125,-98.24143,Brooks,
Brooks County,2012.0,2012-11-20 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-11-20 00:00:00,28.0,26-35,M,El Salvador,,27.1113,-98.19991,Brooks,
Brooks County,2012.0,2012-11-17 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-11-16 00:00:00,,Unknown,U,,,27.16682,-98.34949,Brooks,
Brooks County,2012.0,2012-11-14 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-11-10 00:00:00,,Unknown,U,,,27.10548,-98.29113,Brooks,
Brooks County,2012.0,2012-11-01 00:00:00,24.0,18-25,M,El Salvador,,27.0022,-98.16781,Brooks,Sonsonate
Brooks County,2012.0,2012-10-28 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-10-28 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2012.0,2012-10-26 00:00:00,20.0,18-25,M,El Salvador,,27.22057,-98.17899,Brooks,Santa Ana
Brooks County,2012.0,2012-10-22 00:00:00,,Unknown,U,,,27.11172,-98.14979,Brooks,
Brooks County,2012.0,2012-10-22 00:00:00,,Unknown,U,,,27.26288,-98.32862,Brooks,
Brooks County,2012.0,2012-10-18 00:00:00,,Unknown,U,,,26.8138,-98.09893,Brooks,
Brooks County,2012.0,2012-10-17 00:00:00,24.0,18-25,M,Mexico,,27.22343,-98.14894,Brooks,
Brooks County,2012.0,2012-10-17 00:00:00,30.0,26-35,F,Mexico,,27.24926,-98.47903,Brooks,
Brooks County,2012.0,2012-10-16 00:00:00,38.0,36-45,F,Mexico,,26.96463,-98.12783,Brooks,
Brooks County,2012.0,2012-10-12 00:00:00,,Unknown,F,,,27.09054,-98.16878,Brooks,
Brooks County,2012.0,2012-10-05 00:00:00,24.0,18-25,M,El Salvador,,27.25084,-98.24468,Brooks,Chalatenango
Brooks County,2012.0,2012-10-04 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-10-02 00:00:00,35.0,26-35,F,Honduras,,26.96278,-98.11131,Brooks,
Brooks County,2012.0,2012-10-02 00:00:00,,Unknown,U,,,27.03184,-98.14891,Brooks,
Brooks County,2012.0,2012-10-01 00:00:00,33.0,26-35,M,Mexico,,27.12772,-98.09037,Brooks,Puebla
Brooks County,2012.0,2012-09-29 00:00:00,37.0,36-45,M,El Salvador,,,,Brooks,San Vicente
Brooks County,2012.0,2012-09-28 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-09-26 00:00:00,35.0,26-35,M,Honduras,,27.23168,-98.03621,Brooks,
Brooks County,2012.0,2012-09-25 00:00:00,,Unknown,U,,,27.09561,-98.0045,Brooks,
Brooks County,2012.0,2012-09-25 00:00:00,,Unknown,U,,,27.15949,-98.09629,Brooks,
Brooks County,2012.0,2012-09-21 00:00:00,26.0,26-35,M,Mexico,,27.25972,-98.41072,Brooks,Tabasco
Brooks County,2012.0,2012-09-17 00:00:00,,Unknown,M,,,27.06616,-98.0495,Brooks,
Brooks County,2012.0,2012-09-17 00:00:00,24.0,18-25,M,Mexico,,27.14036,-98.2188,Brooks,Tamaulipas
Brooks County,2012.0,2012-09-16 00:00:00,25.0,18-25,M,Honduras,,,,Brooks,
Brooks County,2012.0,2012-09-15 00:00:00,30.0,26-35,M,Honduras,,27.22932,-98.0345,Brooks,
Brooks County,2012.0,2012-09-14 00:00:00,,Unknown,U,,,27.19972,-98.09512,Brooks,
Brooks County,2012.0,2012-09-14 00:00:00,23.0,18-25,M,Mexico,,27.14705,-98.10326,Brooks,
Brooks County,2012.0,2012-09-13 00:00:00,,Unknown,F,,,27.1225,-98.731,Brooks,
Brooks County,2012.0,2012-09-13 00:00:00,40.0,36-45,M,Honduras,,27.019149,-98.12579,Brooks,Francisco Morazán
Brooks County,2012.0,2012-09-13 00:00:00,27.0,26-35,M,Mexico,,27.05898,-98.14059,Brooks,Ciudad de Mexico
Brooks County,2012.0,2012-09-12 00:00:00,,Unknown,U,,,27.20229,-98.16737,Brooks,
Brooks County,2012.0,2012-09-12 00:00:00,33.0,26-35,M,,,,,Brooks,
Brooks County,2012.0,2012-09-10 00:00:00,32.0,26-35,F,Honduras,,27.20417,-98.26694,Brooks,
Brooks County,2012.0,2012-09-06 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-09-06 00:00:00,46.0,46-55,M,Mexico,,,,Brooks,Nuevo Leon
Brooks County,2012.0,2012-09-06 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-09-03 00:00:00,,Unknown,F,,,27.2248,-98.44855,Brooks,
Brooks County,2012.0,2012-09-01 00:00:00,,Unknown,U,,,27.19241,-98.24178,Brooks,
Brooks County,2012.0,2012-08-29 00:00:00,,Unknown,M,Mexico,,27.04775,-98.06441,Brooks,
Brooks County,2012.0,2012-08-28 00:00:00,,Unknown,F,,,26.57299,-98.1287,Brooks,
Brooks County,2012.0,2012-08-24 00:00:00,50.0,46-55,M,Dominican Republic,,27.07627,-98.23414,Brooks,
Brooks County,2012.0,2012-08-23 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-08-22 00:00:00,46.0,46-55,M,,,27.03014,-98.06793,Brooks,
Brooks County,2012.0,2012-08-21 00:00:00,19.0,18-25,F,Honduras,,,,Brooks,
Brooks County,2012.0,2012-08-19 00:00:00,24.0,18-25,M,El Salvador,,27.23319,-98.18788,Brooks,
Brooks County,2012.0,2012-08-16 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2012.0,2012-08-16 00:00:00,30.0,26-35,M,El Salvador,,,,Brooks,
Brooks County,2012.0,2012-08-15 00:00:00,,Unknown,M,,,26.9716,-98.00291,Brooks,
Brooks County,2012.0,2012-08-15 00:00:00,,Unknown,M,,,27.7528,-98.1016,Brooks,
Brooks County,2012.0,2012-08-14 00:00:00,52.0,46-55,M,Mexico,,27.09559,-98.15226,Brooks,Morelos
Brooks County,2012.0,2012-08-11 00:00:00,,Unknown,M,Mexico,,27.117,-98.07865,Brooks,Michoacan
Brooks County,2012.0,2012-08-09 00:00:00,20.0,18-25,M,Mexico,,26.04548,-97.28824,Brooks,Zacatecas
Brooks County,2012.0,2012-08-07 00:00:00,26.0,26-35,M,Mexico,,27.14465,-97.99767,Brooks,Zacatecas
Brooks County,2012.0,2012-08-06 00:00:00,26.0,26-35,M,El Salvador,,,,Brooks,La Paz
Brooks County,2012.0,2012-08-05 00:00:00,,Unknown,U,,,27.26025,-98.37661,Brooks,
Brooks County,2012.0,2012-08-02 00:00:00,39.0,36-45,M,Guatemala,,27.4156,-98.14261,Brooks,
Brooks County,2012.0,2012-08-02 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-07-31 00:00:00,38.0,36-45,M,Guatemala,,,,Brooks,
Brooks County,2012.0,2012-07-31 00:00:00,36.0,36-45,F,El Salvador,,,,Brooks,San Salvador
Brooks County,2012.0,2012-07-31 00:00:00,107.0,56 and older,M,Ecuador,,,,Brooks,
Brooks County,2012.0,2012-07-30 00:00:00,43.0,36-45,M,Mexico,,27.1921,-98.21326,Brooks,Estado de Mexico
Brooks County,2012.0,2012-07-29 00:00:00,20.0,18-25,F,Honduras,,27.1248,-98.13518,Brooks,
Brooks County,2012.0,2012-07-28 00:00:00,32.0,26-35,M,Mexico,,27.02264,-98.12106,Brooks,Veracruz
Brooks County,2012.0,2012-07-26 00:00:00,24.0,18-25,M,Mexico,,,,Brooks,
Brooks County,2012.0,2012-07-26 00:00:00,,Unknown,M,Mexico,,,,Brooks,
Brooks County,2012.0,2012-07-25 00:00:00,,Unknown,F,,,27.1155,-98.074,Brooks,
Brooks County,2012.0,2012-07-25 00:00:00,,Unknown,U,,,27.05968,-98.97082,Brooks,
Brooks County,2012.0,2012-07-24 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-07-22 00:00:00,30.0,26-35,M,Mexico,,26.52999,-98.09842,Brooks,Nuevo Leon
Brooks County,2012.0,2012-07-20 00:00:00,30.0,26-35,M,Mexico,,,,Brooks,Michoacan
Brooks County,2012.0,2012-07-20 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-07-17 00:00:00,,Unknown,M,,,27.113847,-98.221943,Brooks,
Brooks County,2012.0,2012-07-16 00:00:00,,Unknown,M,,,27.08457,-98.38102,Brooks,
Brooks County,2012.0,2012-07-15 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2012.0,2012-07-13 00:00:00,,Unknown,M,,,26.56137,-98.04938,Brooks,
Brooks County,2012.0,2012-07-13 00:00:00,28.0,26-35,F,El Salvador,,,,Brooks,San Salvador
Brooks County,2012.0,2012-07-11 00:00:00,34.0,26-35,M,El Salvador,,27.17299,-98.30836,Brooks,
Brooks County,2012.0,2012-07-08 00:00:00,21.0,18-25,M,El Salvador,,27.16776,-98.05383,Brooks,
Brooks County,2012.0,2012-07-08 00:00:00,26.0,26-35,M,Mexico,,27.0571,-98.20515,Brooks,Nuevo Leon
Brooks County,2012.0,2012-07-08 00:00:00,16.0,0-17,F,Guatemala,,,,Brooks,
Brooks County,2012.0,2012-07-03 00:00:00,,Unknown,F,,,27.14719,-97.99701,Brooks,
Brooks County,2012.0,2012-07-02 00:00:00,26.0,26-35,M,Mexico,,27.14233,-98.23275,Brooks,Michoacan
Brooks County,2012.0,2012-07-01 00:00:00,,Unknown,M,,,26.95948,-98.1928,Brooks,
Brooks County,2012.0,2012-06-30 00:00:00,31.0,26-35,F,,,27.09401,-98.03355,Brooks,
Brooks County,2012.0,2012-06-30 00:00:00,31.0,26-35,M,El Salvador,,27.07736,-98.06174,Brooks,
Brooks County,2012.0,2012-06-28 00:00:00,39.0,36-45,F,Honduras,,27.25115,-98.3419,Brooks,
Brooks County,2012.0,2012-06-25 00:00:00,27.0,26-35,M,Mexico,,27.21225,-98.46759,Brooks,Jalisco
Brooks County,2012.0,2012-06-19 00:00:00,,Unknown,U,,,27.09224,-98.14553,Brooks,
Brooks County,2012.0,2012-06-19 00:00:00,,Unknown,M,,,26.85824,-98.15741,Brooks,
Brooks County,2012.0,2012-06-16 00:00:00,28.0,26-35,M,El Salvador,,,,Brooks,San Miguel
Brooks County,2012.0,2012-06-16 00:00:00,,Unknown,F,,,,,Brooks,
Brooks County,2012.0,2012-06-14 00:00:00,,Unknown,M,,,27.01332,-97.98832,Brooks,
Brooks County,2012.0,2012-06-12 00:00:00,,Unknown,M,,,27.21695,-98.00742,Brooks,
Brooks County,2012.0,2012-06-12 00:00:00,50.0,46-55,M,Costa Rica,,27.14673,-98.05576,Brooks,
Brooks County,2012.0,2012-06-08 00:00:00,32.0,26-35,M,Mexico,,27.0337,-98.19741,Brooks,Chihuahua
Brooks County,2012.0,2012-06-08 00:00:00,,Unknown,U,,,27.01631,-98.30876,Brooks,
Brooks County,2012.0,2012-06-06 00:00:00,24.0,18-25,M,Honduras,,27.14225,-98.07506,Brooks,
Brooks County,2012.0,2012-06-06 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-06-04 00:00:00,20.0,18-25,M,Mexico,,27.05638,-98.22077,Brooks,Estado de Mexico
Brooks County,2012.0,2012-06-02 00:00:00,,Unknown,M,,,,,Brooks,
Brooks County,2012.0,2012-06-01 00:00:00,30.0,26-35,M,Guatemala,,,,Brooks,
Brooks County,2012.0,2012-05-30 00:00:00,37.0,36-45,M,Honduras,,27.05545,-97.96747,Brooks,
Brooks County,2012.0,2012-05-30 00:00:00,28.0,26-35,M,El Salvador,,27.258,-98.1119,Brooks,San Vicente
Brooks County,2012.0,2012-05-28 00:00:00,,Unknown,M,,,26.945,-98.26271,Brooks,
Brooks County,2012.0,2012-05-06 00:00:00,23.0,18-25,F,Guatemala,,27.09829,-98.25667,Brooks,
Brooks County,2012.0,2012-05-03 00:00:00,29.0,26-35,M,El Salvador,,26.99167,-98.0362,Brooks,San Salvador
Brooks County,2012.0,2012-04-27 00:00:00,23.0,18-25,M,Mexico,,27.1462,-98.0295,Brooks,Guerrero
Brooks County,2012.0,2012-04-26 00:00:00,52.0,46-55,M,Mexico,,27.04967,-97.59633,Brooks,
Brooks County,2012.0,2012-04-24 00:00:00,32.0,26-35,M,Mexico,,27.03992,-98.14038,Brooks,
Brooks County,2012.0,2012-04-19 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-03-02 00:00:00,,Unknown,U,,,,,Brooks,
Brooks County,2012.0,2012-02-16 00:00:00,31.0,26-35,F,Mexico,,,,Brooks,Guanajuato
Brooks County,2012.0,2012-02-11 00:00:00,35.0,26-35,M,Mexico,,27.24409,-98.40366,Brooks,Tamaulipas
Brooks County,2012.0,2012-02-09 00:00:00,27.0,26-35,M,Guatemala,,27.22913,-98.18705,Brooks,
Brooks County,2012.0,2012-01-23 00:00:00,42.0,36-45,M,Guatemala,,27.04681,-98.14166,Brooks,
Brooks County,2011.0,2011-12-28 00:00:00,,Unknown,U,,,27.232,-98.235,Brooks,
Brooks County,2011.0,2011-12-26 00:00:00,43.0,36-45,F,Honduras,,26.91449,-98.09702,Brooks,
Brooks County,2011.0,2011-12-16 00:00:00,69.0,56 and older,M,Guatemala,,27.19972,-98.14236,Brooks,
Brooks County,2011.0,2011-12-09 00:00:00,22.0,18-25,F,Honduras,,27.17307,-98.05655,Brooks,
Brooks County,2011.0,2011-12-08 00:00:00,26.0,26-35,F,Guatemala,,27.18364,-98.25767,Brooks,
Brooks County,2011.0,2011-12-05 00:00:00,33.0,26-35,M,Mexico,,27.22113,-98.2492,Brooks,Guerrero
Brooks County,2011.0,2011-11-28 00:00:00,,Unknown,F,,,26.86069,-98.4475,Brooks,
Brooks County,2011.0,2011-11-12 00:00:00,,Unknown,F,,,27.1115,-98.732,Brooks,
Brooks County,2011.0,2011-11-12 00:00:00,27.0,26-35,M,Mexico,,27.642,-98.949,Brooks,Guerrero
Brooks County,2011.0,2011-11-06 00:00:00,31.0,26-35,M,Mexico,,27.1277,-98.31311,Brooks,Veracruz
Brooks County,2011.0,2011-11-02 00:00:00,34.0,26-35,F,Honduras,,,,Brooks,
Brooks County,2011.0,2011-10-29 00:00:00,27.0,26-35,F,Guatemala,,27.647,-98.926,Brooks,Huehuetenango
Brooks County,2011.0,2011-10-17 00:00:00,,Unknown,U,,,27.18629,-98.10641,Brooks,
Brooks County,2011.0,2011-10-03 00:00:00,,Unknown,F,,,27.18933,-98.26733,Brooks,
Brooks County,2011.0,2011-09-30 00:00:00,23.0,18-25,F,El Salvador,,27.1045,-98.89,Brooks,
